,predicted_pd,actual,risk_bucket
75,0.09606011907267434,0,Medium - Approve with conditions
76,0.16568926859279917,0,High - Manual Review
77,0.028113647165588628,0,Low - Approve
78,0.07224751083851647,0,Medium - Approve with conditions
79,0.1869560737122035,0,High - Manual Review
80,0.0908993670814723,0,Medium - Approve with conditions
81,0.098045075887667,0,Medium - Approve with conditions
82,0.05462184857194411,0,Medium - Approve with conditions
83,0.1581296408479424,0,Medium - Approve with conditions
84,0.12531885815854787,0,Medium - Approve with conditions
85,0.3262733366243132,0,High - Manual Review
86,0.028283434084714565,0,Low - Approve
87,0.039294492735242714,0,Low - Approve
88,0.03450412383934512,0,Low - Approve
89,0.034945609356979476,0,Low - Approve
90,0.08397499134855733,0,Medium - Approve with conditions
91,0.02890212800976207,0,Low - Approve
92,0.2706326703530043,0,High - Manual Review
93,0.054003050719132875,0,Medium - Approve with conditions
94,0.018248038155728008,0,Low - Approve
95,0.1546729525913571,0,Medium - Approve with conditions
96,0.06353332697263461,0,Medium - Approve with conditions
97,0.020681140589070918,0,Low - Approve
98,0.17623695910158216,0,High - Manual Review
99,0.2455504049826734,1,High - Manual Review
100,0.35250255386402796,1,High - Manual Review
101,0.07985279272229448,0,Medium - Approve with conditions
102,0.030977971570356498,0,Low - Approve
103,0.08933014419185156,0,Medium - Approve with conditions
104,0.05444158799035921,0,Medium - Approve with conditions
105,0.03180153710472843,0,Low - Approve
106,0.033643549702639455,0,Low - Approve
107,0.029605373257582834,0,Low - Approve
108,0.08309054674438729,0,Medium - Approve with conditions
109,0.04854069639180465,0,Low - Approve
110,0.3637867602487018,0,High - Manual Review
111,0.01964994124985982,0,Low - Approve
112,0.0890415466768383,0,Medium - Approve with conditions
113,0.0811256908730329,0,Medium - Approve with conditions
114,0.11753749565233802,0,Medium - Approve with conditions
115,0.04398397761806573,0,Low - Approve
116,0.026893645701223906,0,Low - Approve
117,0.025806277240886542,0,Low - Approve
118,0.04544487473328112,0,Low - Approve
119,0.03264836036824115,0,Low - Approve
120,0.018501043185808426,0,Low - Approve
121,0.28535070225902676,0,High - Manual Review
122,0.02234492392752544,0,Low - Approve
123,0.03186282711747196,0,Low - Approve
124,0.050376201924172005,1,Medium - Approve with conditions
125,0.23848031408137632,0,High - Manual Review
126,0.02445981883027639,0,Low - Approve
127,0.08812193948312905,0,Medium - Approve with conditions
128,0.06601017219088594,0,Medium - Approve with conditions
129,0.04711083781433414,0,Low - Approve
130,0.17419146451336384,0,High - Manual Review
131,0.05200855801901148,0,Medium - Approve with conditions
132,0.023112578076637913,0,Low - Approve
133,0.017856050907924165,0,Low - Approve
134,0.19632210310439566,0,High - Manual Review
135,0.029151935051260236,0,Low - Approve
136,0.06216417633588546,0,Medium - Approve with conditions
137,0.027657588839966024,0,Low - Approve
138,0.03468685713239212,1,Low - Approve
139,0.023622249233712877,0,Low - Approve
140,0.023913385206625216,0,Low - Approve
141,0.05349618989289699,0,Medium - Approve with conditions
142,0.02188353408939409,0,Low - Approve
143,0.05324924900498196,0,Medium - Approve with conditions
144,0.042723136170773064,0,Low - Approve
145,0.029413703138580806,0,Low - Approve
146,0.0224447788334717,0,Low - Approve
147,0.0790535174025094,0,Medium - Approve with conditions
148,0.17491634435964726,0,High - Manual Review
149,0.1680875340706914,1,High - Manual Review
150,0.039204744936402074,0,Low - Approve
151,0.05788443698556892,0,Medium - Approve with conditions
152,0.24521484745250643,0,High - Manual Review
153,0.02477536770217627,0,Low - Approve
154,0.03333567814437315,0,Low - Approve
155,0.03153739468013099,0,Low - Approve
156,0.02028119500047372,0,Low - Approve
157,0.16480713903524033,0,High - Manual Review
158,0.10180865139948514,0,Medium - Approve with conditions
159,0.03828949003894637,0,Low - Approve
160,0.036826955464538624,0,Low - Approve
161,0.02222111740357697,0,Low - Approve
162,0.018208704719974846,0,Low - Approve
163,0.17732808450530788,0,High - Manual Review
164,0.079767819325213,0,Medium - Approve with conditions
165,0.018647306955809562,0,Low - Approve
166,0.06149431167515816,0,Medium - Approve with conditions
167,0.0326940225886127,0,Low - Approve
168,0.04286679070228412,0,Low - Approve
169,0.14532397070556982,0,Medium - Approve with conditions
170,0.13088153280788906,0,Medium - Approve with conditions
171,0.17429674848716997,0,High - Manual Review
172,0.026656942859383925,0,Low - Approve
173,0.02313418627875007,0,Low - Approve
174,0.12615674670750288,0,Medium - Approve with conditions
175,0.048017963971655135,0,Low - Approve
176,0.07792521716681318,0,Medium - Approve with conditions
177,0.1973838032005867,0,High - Manual Review
178,0.023586233604838993,0,Low - Approve
179,0.03788248568178591,0,Low - Approve
180,0.03310470126497088,0,Low - Approve
181,0.11694048419731203,0,Medium - Approve with conditions
182,0.0829772364091908,0,Medium - Approve with conditions
183,0.04607256223972396,0,Low - Approve
184,0.21751197180213375,0,High - Manual Review
185,0.029435286046023836,0,Low - Approve
186,0.019061456217977307,1,Low - Approve
187,0.1871366656472617,0,High - Manual Review
188,0.05828895658462235,0,Medium - Approve with conditions
189,0.05850448215717319,1,Medium - Approve with conditions
190,0.09513053826644965,0,Medium - Approve with conditions
191,0.05255732702343331,0,Medium - Approve with conditions
192,0.04068847452736475,0,Low - Approve
193,0.05089849657959594,0,Medium - Approve with conditions
194,0.05017940104174009,0,Medium - Approve with conditions
195,0.047515476291715264,1,Low - Approve
196,0.1123574864345073,0,Medium - Approve with conditions
197,0.016981720541113448,0,Low - Approve
198,0.3138660981184309,0,High - Manual Review
199,0.10849373037505497,0,Medium - Approve with conditions
200,0.44053891234885134,1,High - Manual Review
201,0.036831508300123605,0,Low - Approve
202,0.1392682077571999,0,Medium - Approve with conditions
203,0.018519873761834366,0,Low - Approve
204,0.04127369671861556,0,Low - Approve
205,0.01629369604592217,0,Low - Approve
206,0.2008144014963548,0,High - Manual Review
207,0.22924489573562154,0,High - Manual Review
208,0.05738800146820898,0,Medium - Approve with conditions
209,0.02384348247391761,0,Low - Approve
210,0.020520967954491435,0,Low - Approve
211,0.023019156250250597,0,Low - Approve
212,0.017245220695327582,0,Low - Approve
213,0.04413692579606399,0,Low - Approve
214,0.03756990506623646,0,Low - Approve
215,0.033980935100504685,0,Low - Approve
216,0.07722107007242114,0,Medium - Approve with conditions
217,0.1263537373072961,0,Medium - Approve with conditions
218,0.019061773420216612,0,Low - Approve
219,0.05545064158617592,0,Medium - Approve with conditions
220,0.08661830502219639,0,Medium - Approve with conditions
221,0.042728423235338875,0,Low - Approve
222,0.06183939275688318,0,Medium - Approve with conditions
223,0.025103211906702377,0,Low - Approve
224,0.030227631464335124,0,Low - Approve
225,0.0618001385710093,0,Medium - Approve with conditions
226,0.2284212550218428,0,High - Manual Review
227,0.029538908917404183,0,Low - Approve
228,0.19460789253166594,0,High - Manual Review
229,0.060420591135893244,0,Medium - Approve with conditions
230,0.035095435699065446,0,Low - Approve
231,0.0208338086311377,0,Low - Approve
232,0.03795869845952336,0,Low - Approve
233,0.08046660483794754,0,Medium - Approve with conditions
234,0.018674371283852218,0,Low - Approve
235,0.033811118230876604,0,Low - Approve
236,0.04622509324763872,0,Low - Approve
237,0.13392949994977194,1,Medium - Approve with conditions
238,0.01764724296893683,0,Low - Approve
239,0.022748777089542267,0,Low - Approve
240,0.032296583251018876,0,Low - Approve
241,0.05287767216132685,0,Medium - Approve with conditions
242,0.26154502694990905,1,High - Manual Review
243,0.06859121393144471,0,Medium - Approve with conditions
244,0.05523144050298301,0,Medium - Approve with conditions
245,0.026525906421903184,0,Low - Approve
246,0.027493555585298046,0,Low - Approve
247,0.07618329903480185,0,Medium - Approve with conditions
248,0.33323807212677853,1,High - Manual Review
249,0.20812813976946748,0,High - Manual Review
250,0.02057618226747112,0,Low - Approve
251,0.06901839853581317,0,Medium - Approve with conditions
252,0.03671833950952891,0,Low - Approve
253,0.09094102438712506,0,Medium - Approve with conditions
254,0.17880121414878342,0,High - Manual Review
255,0.1825264929596387,0,High - Manual Review
256,0.049360044938157197,0,Low - Approve
257,0.0822354422641014,0,Medium - Approve with conditions
258,0.0800719280622319,0,Medium - Approve with conditions
259,0.3896608216536068,1,High - Manual Review
260,0.04509741827391274,0,Low - Approve
261,0.058767632061088926,0,Medium - Approve with conditions
262,0.0378129475681423,0,Low - Approve
263,0.10610866234534241,0,Medium - Approve with conditions
264,0.02084985747594307,0,Low - Approve
265,0.06756257216324582,1,Medium - Approve with conditions
266,0.030277234543266453,0,Low - Approve
267,0.026340292226119992,0,Low - Approve
268,0.03133409941754248,0,Low - Approve
269,0.11335582084770524,0,Medium - Approve with conditions
270,0.09121853744954149,0,Medium - Approve with conditions
271,0.2783706407204093,0,High - Manual Review
272,0.06135906967108068,0,Medium - Approve with conditions
273,0.10728309264210582,1,Medium - Approve with conditions
274,0.22526040731328761,0,High - Manual Review
275,0.025144581780419305,0,Low - Approve
276,0.2230954684076294,1,High - Manual Review
277,0.05292698178315114,0,Medium - Approve with conditions
278,0.09110631803963713,0,Medium - Approve with conditions
279,0.05788415419071665,0,Medium - Approve with conditions
280,0.019224741726183804,0,Low - Approve
281,0.026560845776916288,0,Low - Approve
282,0.19232746129250744,0,High - Manual Review
283,0.03812987715522753,0,Low - Approve
284,0.03217849859099448,0,Low - Approve
285,0.11808253579014574,1,Medium - Approve with conditions
286,0.01828146394948853,0,Low - Approve
287,0.048223556523601066,0,Low - Approve
288,0.10389821890763166,0,Medium - Approve with conditions
289,0.02882282523421443,0,Low - Approve
290,0.0716668450520955,0,Medium - Approve with conditions
291,0.04140512765438228,0,Low - Approve
292,0.28272570105926126,0,High - Manual Review
293,0.0975682605705661,0,Medium - Approve with conditions
294,0.02118091550394601,0,Low - Approve
295,0.11641247652769375,0,Medium - Approve with conditions
296,0.05066196616301324,0,Medium - Approve with conditions
297,0.02148829130053604,0,Low - Approve
298,0.024698672708579172,0,Low - Approve
299,0.06022532168699033,0,Medium - Approve with conditions
300,0.09365434561120026,0,Medium - Approve with conditions
301,0.10932603750546532,1,Medium - Approve with conditions
302,0.026933717063575176,0,Low - Approve
303,0.05099038790216805,0,Medium - Approve with conditions
304,0.03536771370042215,0,Low - Approve
305,0.040645570139784745,0,Low - Approve
306,0.02051592794771524,0,Low - Approve
307,0.10841943485222875,1,Medium - Approve with conditions
308,0.029277701811307517,0,Low - Approve
309,0.04601586030820557,0,Low - Approve
310,0.020819022990211537,0,Low - Approve
311,0.060175673511768044,0,Medium - Approve with conditions
312,0.029269633544307533,0,Low - Approve
313,0.025132518383709817,0,Low - Approve
314,0.039877423457781905,0,Low - Approve
315,0.024742763344205616,1,Low - Approve
316,0.04116010470572251,0,Low - Approve
317,0.19383393588393266,0,High - Manual Review
318,0.2908188856778749,0,High - Manual Review
319,0.05597633068446343,0,Medium - Approve with conditions
320,0.2934716818824944,0,High - Manual Review
321,0.08957653752922332,0,Medium - Approve with conditions
322,0.05904853564497668,0,Medium - Approve with conditions
323,0.020461554439051406,0,Low - Approve
324,0.07534872000198203,0,Medium - Approve with conditions
325,0.04958791127294836,0,Low - Approve
326,0.12540282998188118,0,Medium - Approve with conditions
327,0.02651633515523206,0,Low - Approve
328,0.03416075896026429,0,Low - Approve
329,0.17236445841812909,0,High - Manual Review
330,0.027391840813231084,0,Low - Approve
331,0.1413911200238256,1,Medium - Approve with conditions
332,0.019013312639036942,0,Low - Approve
333,0.022779094012520845,0,Low - Approve
334,0.1568118167591843,0,Medium - Approve with conditions
335,0.0722281212016124,1,Medium - Approve with conditions
336,0.032738006531921035,0,Low - Approve
337,0.0785536990322739,0,Medium - Approve with conditions
338,0.016265927236352673,0,Low - Approve
339,0.038233697315112745,0,Low - Approve
340,0.04859452045119102,0,Low - Approve
341,0.0479516152528396,0,Low - Approve
342,0.1161619895845678,0,Medium - Approve with conditions
343,0.023621461485866174,0,Low - Approve
344,0.03391139871296473,0,Low - Approve
345,0.204543250456724,0,High - Manual Review
346,0.08473889454542058,0,Medium - Approve with conditions
347,0.156579636731625,1,Medium - Approve with conditions
348,0.06709769850057984,0,Medium - Approve with conditions
349,0.031090390269776103,0,Low - Approve
350,0.052245664626904345,0,Medium - Approve with conditions
351,0.09346288388985029,0,Medium - Approve with conditions
352,0.14814111188857346,0,Medium - Approve with conditions
353,0.09546393112275375,0,Medium - Approve with conditions
354,0.02593421203066872,0,Low - Approve
355,0.041806545519819126,0,Low - Approve
356,0.20684857590093336,0,High - Manual Review
357,0.02896331757164012,0,Low - Approve
358,0.04591663227295599,0,Low - Approve
359,0.2741074865948506,1,High - Manual Review
360,0.11778548168327323,0,Medium - Approve with conditions
361,0.089921051099781,0,Medium - Approve with conditions
362,0.04779531675733727,0,Low - Approve
363,0.018822467197673186,0,Low - Approve
364,0.05891669855515662,0,Medium - Approve with conditions
365,0.35786813844863435,0,High - Manual Review
366,0.04347769546700837,0,Low - Approve
367,0.07810533985894637,0,Medium - Approve with conditions
368,0.032124373317707566,0,Low - Approve
369,0.018904601402193414,0,Low - Approve
370,0.04580974504743104,0,Low - Approve
371,0.037990910037841615,0,Low - Approve
372,0.022188284561073957,0,Low - Approve
373,0.022184485673866113,0,Low - Approve
374,0.033880597890743984,0,Low - Approve
375,0.1018141938834423,0,Medium - Approve with conditions
376,0.15155153427172907,0,Medium - Approve with conditions
377,0.19299438652470263,0,High - Manual Review
378,0.14983985451804802,0,Medium - Approve with conditions
379,0.027559764454020134,0,Low - Approve
380,0.08039079058644764,0,Medium - Approve with conditions
381,0.1188845776525147,0,Medium - Approve with conditions
382,0.31210668669463104,0,High - Manual Review
383,0.020433792547748797,0,Low - Approve
384,0.05377489578806999,0,Medium - Approve with conditions
385,0.05809631899590419,0,Medium - Approve with conditions
386,0.08864787592309697,0,Medium - Approve with conditions
387,0.03810377191618655,0,Low - Approve
388,0.045696846519708526,0,Low - Approve
389,0.29608096372029963,0,High - Manual Review
390,0.03914298781904697,0,Low - Approve
391,0.07419055339517491,0,Medium - Approve with conditions
392,0.03205976701109446,0,Low - Approve
393,0.03842929039333628,0,Low - Approve
394,0.03513160405466882,0,Low - Approve
395,0.10659559350249467,0,Medium - Approve with conditions
396,0.040735035959468334,0,Low - Approve
397,0.044837004733466315,0,Low - Approve
398,0.07737823614152847,0,Medium - Approve with conditions
399,0.07678947231359812,0,Medium - Approve with conditions
400,0.24429181707771547,0,High - Manual Review
401,0.08053582535629564,0,Medium - Approve with conditions
402,0.0637083062500226,1,Medium - Approve with conditions
403,0.028588246575914734,0,Low - Approve
404,0.03608941129849591,0,Low - Approve
405,0.1287551865316811,0,Medium - Approve with conditions
406,0.022830727321495114,0,Low - Approve
407,0.16494670740596243,0,High - Manual Review
408,0.06900674054666142,1,Medium - Approve with conditions
409,0.030714021349504718,0,Low - Approve
410,0.028812769855929732,0,Low - Approve
411,0.029442018505194893,0,Low - Approve
412,0.03185106130058175,0,Low - Approve
413,0.11915120793983272,0,Medium - Approve with conditions
414,0.07713962287835932,0,Medium - Approve with conditions
415,0.16249170078272962,0,High - Manual Review
416,0.02740992490901682,0,Low - Approve
417,0.14643015476519297,0,Medium - Approve with conditions
418,0.0357363126631116,0,Low - Approve
419,0.03547531604607905,0,Low - Approve
420,0.024142218609811188,0,Low - Approve
421,0.03377412949373783,0,Low - Approve
422,0.2792434108393975,0,High - Manual Review
423,0.10133389466651299,0,Medium - Approve with conditions
424,0.02472440175702529,0,Low - Approve
425,0.03954782654537077,0,Low - Approve
426,0.03639260295809184,0,Low - Approve
427,0.11518968857782422,0,Medium - Approve with conditions
428,0.034570429505510585,0,Low - Approve
429,0.023910873959244856,0,Low - Approve
430,0.10029208635536742,0,Medium - Approve with conditions
431,0.03050292623446412,0,Low - Approve
432,0.3343897954157142,1,High - Manual Review
433,0.05367260590929744,0,Medium - Approve with conditions
434,0.017814391900429122,0,Low - Approve
435,0.08208163744687533,0,Medium - Approve with conditions
436,0.27940007297493086,0,High - Manual Review
437,0.021397073042359556,0,Low - Approve
438,0.05235779094999503,0,Medium - Approve with conditions
439,0.12442483647353546,0,Medium - Approve with conditions
440,0.023383439863400097,0,Low - Approve
441,0.03144585221813346,0,Low - Approve
442,0.04944810058471334,0,Low - Approve
443,0.020759425994809386,0,Low - Approve
444,0.02480500374816775,0,Low - Approve
445,0.06686548787044798,0,Medium - Approve with conditions
446,0.02423467848497533,0,Low - Approve
447,0.3422057369737612,0,High - Manual Review
448,0.09571070345934382,1,Medium - Approve with conditions
449,0.13508015399040152,0,Medium - Approve with conditions
450,0.03300639200992671,0,Low - Approve
451,0.18856489200986748,0,High - Manual Review
452,0.048256771491113945,0,Low - Approve
453,0.019110980020508206,0,Low - Approve
454,0.016826296759304048,0,Low - Approve
455,0.27444061241269824,0,High - Manual Review
456,0.06271840213427257,0,Medium - Approve with conditions
457,0.030530762102308852,0,Low - Approve
458,0.09412314890569537,0,Medium - Approve with conditions
459,0.19854726972048822,0,High - Manual Review
460,0.04092870590987587,0,Low - Approve
461,0.03596324378519441,0,Low - Approve
462,0.3115360356390563,1,High - Manual Review
463,0.022520492554420006,0,Low - Approve
464,0.03775845756400789,0,Low - Approve
465,0.04671971445555419,0,Low - Approve
466,0.09245532210394657,0,Medium - Approve with conditions
467,0.01895352323524626,0,Low - Approve
468,0.1525363316548755,0,Medium - Approve with conditions
469,0.02645286453066168,0,Low - Approve
470,0.10417297290513591,0,Medium - Approve with conditions
471,0.16601671984268024,1,High - Manual Review
472,0.1552109255574604,0,Medium - Approve with conditions
473,0.04220801846851494,0,Low - Approve
474,0.20935293297326743,0,High - Manual Review
475,0.07866258668770594,0,Medium - Approve with conditions
476,0.14696033781466963,0,Medium - Approve with conditions
477,0.0419470135637072,0,Low - Approve
478,0.029971545704420892,0,Low - Approve
479,0.21815923520571062,1,High - Manual Review
480,0.04820827528967993,0,Low - Approve
481,0.0433591388820261,0,Low - Approve
482,0.028366740123060508,0,Low - Approve
483,0.017338751895639708,0,Low - Approve
484,0.02642369563644521,0,Low - Approve
485,0.15731194415520433,0,Medium - Approve with conditions
486,0.1944125600959244,1,High - Manual Review
487,0.019683383535963647,0,Low - Approve
488,0.01886419372200148,0,Low - Approve
489,0.1250295148192485,1,Medium - Approve with conditions
490,0.0335092912300481,0,Low - Approve
491,0.17367258409496783,0,High - Manual Review
492,0.03809848780891331,0,Low - Approve
493,0.2565326580774105,0,High - Manual Review
494,0.0340049160077861,0,Low - Approve
495,0.02942528639828478,0,Low - Approve
496,0.05588201361300611,0,Medium - Approve with conditions
497,0.036011077759268637,0,Low - Approve
498,0.23223344640644283,0,High - Manual Review
499,0.04079295280752253,0,Low - Approve
500,0.021919035895870027,0,Low - Approve
501,0.018286049012273826,0,Low - Approve
502,0.03716187244074792,0,Low - Approve
503,0.2481682794580533,1,High - Manual Review
504,0.06906090803472426,1,Medium - Approve with conditions
505,0.20868877069115005,0,High - Manual Review
506,0.022920496015941004,0,Low - Approve
507,0.09165512662699056,1,Medium - Approve with conditions
508,0.042061160992535,0,Low - Approve
509,0.02051286239552242,0,Low - Approve
510,0.03398182625497023,0,Low - Approve
511,0.027219298192352047,0,Low - Approve
512,0.033370899914631436,0,Low - Approve
513,0.1997703781348271,0,High - Manual Review
514,0.09028054412308988,0,Medium - Approve with conditions
515,0.020070298167675926,0,Low - Approve
516,0.016587513598065557,0,Low - Approve
517,0.03701007044325992,0,Low - Approve
518,0.18113915411759965,0,High - Manual Review
519,0.07011987312013782,0,Medium - Approve with conditions
520,0.019462733854142773,0,Low - Approve
521,0.03459042051408866,0,Low - Approve
522,0.028533037556032027,0,Low - Approve
523,0.016791781303016902,0,Low - Approve
524,0.023263814976419817,0,Low - Approve
525,0.08784534184427645,0,Medium - Approve with conditions
526,0.017636668101551123,0,Low - Approve
527,0.23009336140885472,0,High - Manual Review
528,0.017255814512215938,0,Low - Approve
529,0.02508697992073409,0,Low - Approve
530,0.06689194453786565,0,Medium - Approve with conditions
531,0.027277410828506876,0,Low - Approve
532,0.04287638483355645,0,Low - Approve
533,0.1460782316468995,0,Medium - Approve with conditions
534,0.24569995425107055,0,High - Manual Review
535,0.024718913368571887,0,Low - Approve
536,0.11494463353132531,1,Medium - Approve with conditions
537,0.0877265630824558,0,Medium - Approve with conditions
538,0.056074961880713606,1,Medium - Approve with conditions
539,0.10926668053881276,0,Medium - Approve with conditions
540,0.028809078208449447,0,Low - Approve
541,0.07473499522419112,0,Medium - Approve with conditions
542,0.06693990460980585,0,Medium - Approve with conditions
543,0.025954604091936912,0,Low - Approve
544,0.020714736354220224,0,Low - Approve
545,0.026187555133651997,0,Low - Approve
546,0.020245782761752085,0,Low - Approve
547,0.055483454808233225,1,Medium - Approve with conditions
548,0.017551486634645803,0,Low - Approve
549,0.024506300911057117,0,Low - Approve
550,0.032608406879306155,0,Low - Approve
551,0.27863250981387355,0,High - Manual Review
552,0.22808049343019704,0,High - Manual Review
553,0.06256718622607535,0,Medium - Approve with conditions
554,0.14087481308462993,0,Medium - Approve with conditions
555,0.05911305845200123,0,Medium - Approve with conditions
556,0.1643311358761689,0,High - Manual Review
557,0.1445925689568664,0,Medium - Approve with conditions
558,0.03892541404791428,0,Low - Approve
559,0.03051535176700023,0,Low - Approve
560,0.2885998758419047,0,High - Manual Review
561,0.1455039129856087,0,Medium - Approve with conditions
562,0.030720629696221143,0,Low - Approve
563,0.1451480109595334,0,Medium - Approve with conditions
564,0.027958104934225635,0,Low - Approve
565,0.029161217514833148,0,Low - Approve
566,0.05522783160840605,0,Medium - Approve with conditions
567,0.08911582631756168,0,Medium - Approve with conditions
568,0.03988341098245511,0,Low - Approve
569,0.02929798441260543,0,Low - Approve
570,0.13407597368710658,0,Medium - Approve with conditions
571,0.12098520543173988,0,Medium - Approve with conditions
572,0.21334696513261645,0,High - Manual Review
573,0.05979816759675187,0,Medium - Approve with conditions
574,0.0385974781136514,0,Low - Approve
575,0.14255405051132602,1,Medium - Approve with conditions
576,0.022398156544087257,0,Low - Approve
577,0.14828799606976945,0,Medium - Approve with conditions
578,0.04169898074340524,0,Low - Approve
579,0.05910933174592357,0,Medium - Approve with conditions
580,0.02445002468328978,0,Low - Approve
581,0.035600538266162225,0,Low - Approve
582,0.07823624709679593,0,Medium - Approve with conditions
583,0.0629271136574024,0,Medium - Approve with conditions
584,0.10632021339555371,0,Medium - Approve with conditions
585,0.3057117396854072,1,High - Manual Review
586,0.021659773553153433,0,Low - Approve
587,0.18336624713584665,0,High - Manual Review
588,0.034056911953035576,1,Low - Approve
589,0.025217286180072684,0,Low - Approve
590,0.3098447445712973,1,High - Manual Review
591,0.022957273913699696,0,Low - Approve
592,0.018949668506433818,0,Low - Approve
593,0.022659382293305785,0,Low - Approve
594,0.11693335327856522,0,Medium - Approve with conditions
595,0.030934615262620185,0,Low - Approve
596,0.06662362234184034,0,Medium - Approve with conditions
597,0.06365808683916992,0,Medium - Approve with conditions
598,0.018838292422358578,0,Low - Approve
599,0.11613468921236496,0,Medium - Approve with conditions
600,0.03625009947772108,0,Low - Approve
601,0.044652331451971186,0,Low - Approve
602,0.02649176131051269,0,Low - Approve
603,0.1880518566709705,1,High - Manual Review
604,0.032997599589458526,0,Low - Approve
605,0.017822599565121184,0,Low - Approve
606,0.21102173774410335,1,High - Manual Review
607,0.03690658256193163,0,Low - Approve
608,0.020815834128936346,0,Low - Approve
609,0.06014897927387186,0,Medium - Approve with conditions
610,0.0786928304069423,0,Medium - Approve with conditions
611,0.031144791081549217,0,Low - Approve
612,0.038744780777466827,0,Low - Approve
613,0.12390331259073498,0,Medium - Approve with conditions
614,0.33095317866043567,0,High - Manual Review
615,0.045068217676326336,0,Low - Approve
616,0.04089387569887065,0,Low - Approve
617,0.028945248142145708,0,Low - Approve
618,0.08910901270483573,0,Medium - Approve with conditions
619,0.024585468367428656,0,Low - Approve
620,0.03849444880907014,0,Low - Approve
621,0.014850077775850545,0,Low - Approve
622,0.07018744131602253,0,Medium - Approve with conditions
623,0.03437573605205139,0,Low - Approve
624,0.13716966459209637,0,Medium - Approve with conditions
625,0.06311108973005745,0,Medium - Approve with conditions
626,0.18668573833666158,1,High - Manual Review
627,0.10085946644820946,0,Medium - Approve with conditions
628,0.031095574290002377,0,Low - Approve
629,0.07386834492368954,0,Medium - Approve with conditions
630,0.11283517574646566,0,Medium - Approve with conditions
631,0.039107232886273095,0,Low - Approve
632,0.05663703650172408,0,Medium - Approve with conditions
633,0.2694677436437147,1,High - Manual Review
634,0.08141573131136293,0,Medium - Approve with conditions
635,0.019613886531322677,0,Low - Approve
636,0.03804613386461242,0,Low - Approve
637,0.2759173300571752,1,High - Manual Review
638,0.037289743361086994,0,Low - Approve
639,0.048937972808779824,0,Low - Approve
